airport_name,display_name,iata_code,icao_code,ourairports_ident,country_code,country_name,region_code,city,municipality,latitude,longitude,airport_type,scheduled_service,annual_passengers,passenger_year,passenger_tier,strategic_priority,automation_potential_score,automation_potential_tier,website,linkedin_url,source_identity,source_traffic,source_url,rejection_reason,traffic_source_url
Guaraní International Airport,Guaraní International Airport,AGT,SGES,SGES,PY,Paraguay,PY-10,Ciudad del Este,Ciudad del Este,-25.457186,-54.839544,large_airport,yes,7952,2022,medium_airport,medium,45,medium,http://www.dinac.gov.py/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.dinac.gov.py/estadisticas/DATOS_ESTADISTICO_2022_DICIEMBRE.pdf,below_5m_passengers,http://www.dinac.gov.py/estadisticas/DATOS_ESTADISTICO_2022_DICIEMBRE.pdf
Aguascalientes International Airport,Aguascalientes International Airport,AGU,MMAS,MMAS,MX,Mexico,MX-AGU,Aguascalientes,Aguascalientes,21.699589,-102.318372,large_airport,yes,914879,2023,medium_airport,medium,45,medium,https://www.aeropuertosgap.com.mx/es/aguascalientes.html,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.gob.mx/afac/acciones-y-programas/estadisticas-280404,below_5m_passengers,https://www.gob.mx/afac/acciones-y-programas/estadisticas-280404
Agatti Airport,Agatti Airport,AGX,VOAT,VOAT,IN,India,IN-LD,Agatti,Agatti,10.8237,72.176003,medium_airport,yes,5313,2022,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aai.aero/sites/default/files/traffic-news/May2k22Annex3.pdf,below_5m_passengers,https://www.aai.aero/sites/default/files/traffic-news/May2k22Annex3.pdf
Maa Mahamaya Airport,Maa Mahamaya Airport,AHA,VEAP,IN-0393,IN,India,IN-CT,Ambikapur,Ambikapur,22.98753,83.19612,medium_airport,yes,,,unknown,unrated,,unknown,https://www.aai.aero/en/node/71997,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Abha International Airport,Abha International Airport,AHB,OEAB,OEAB,SA,Saudi Arabia,SA-14,Abha,Abha,18.2404,42.656601,large_airport,yes,2579867,2021,medium_airport,medium,45,medium,https://abha-airport.com,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://gaca.gov.sa/ar/,below_5m_passengers,https://gaca.gov.sa/ar/
Ahe Airport,Ahe Airport,AHE,NTHE,NTHE,PF,French Polynesia,PF-U-A,Ahe Atoll,Ahe Atoll,-14.428099632263184,-146.2570037841797,medium_airport,yes,9646,2022,medium_airport,medium,40,medium,http://www.sia.aviation-civile.gouv.fr/aip/enligne/PDF_AIPparSSection/AIP%20PAC-P/AD/2/0703_AD%202.NTHE.pdf,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aeroport.fr/view-statistiques/ahe,below_5m_passengers,https://www.aeroport.fr/view-statistiques/ahe
Alghero-Fertilia Airport,Alghero-Fertilia Airport,AHO,LIEA,LIEA,IT,Italy,IT-88,Alghero,Alghero,40.632099,8.29077,medium_airport,yes,1611625,2024,medium_airport,medium,40,medium,http://www.aeroportodialghero.it/home_en.asp,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://assaeroporti.com/statistiche/?selectedYear=2024&month=12,below_5m_passengers,https://assaeroporti.com/statistiche/?selectedYear=2024&month=12
Alliance Municipal Airport,Alliance Municipal Airport,AIA,KAIA,KAIA,US,United States,US-NE,Alliance,Alliance,42.052543,-102.803965,medium_airport,yes,6130,2019,medium_airport,medium,40,medium,http://www.flyalliancene.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Wainwright Airport,Wainwright Airport,AIN,PAWI,PAWI,US,United States,US-AK,Wainwright,Wainwright,70.638,-159.994995,medium_airport,yes,8786,2019,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Ajaccio Napoléon Bonaparte airport,Ajaccio Napoléon Bonaparte airport,AJA,LFKJ,LFKJ,FR,France,FR-COR,Ajaccio,Ajaccio,41.923599,8.80292,medium_airport,yes,1662931,2022,medium_airport,medium,40,medium,http://www.2a.cci.fr/Aeroport-Napoleon-Bonaparte-Ajaccio.html,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aeroport.fr/uploads/documents/CONGRES%202022/DOSSIER%20DE%20PRESSE_STATS_2022_v2.pdf,below_5m_passengers,https://www.aeroport.fr/uploads/documents/CONGRES%202022/DOSSIER%20DE%20PRESSE_STATS_2022_v2.pdf
Al-Jawf International Airport,Al-Jawf International Airport,AJF,OESK,OESK,SA,Saudi Arabia,SA-12,Al-Jawf,Al-Jawf,29.783301,40.100905,large_airport,yes,393456,2021,medium_airport,medium,45,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://gaca.gov.sa/ar/,below_5m_passengers,https://gaca.gov.sa/ar/
Ağrı Airport,Ağrı Airport,AJI,LTCO,LTCO,TR,Turkey,TR-04,Ağrı,Ağrı,39.655642,43.025742,medium_airport,yes,215389,2022,medium_airport,medium,40,medium,http://agri.dhmi.gov.tr/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.dhmi.gov.tr/Lists/IstatisliklerDiger/Attachments/18/T%C3%9CRK%C4%B0YE%20GENEL%C4%B0%20%C4%B0STAT%C4%B0ST%C4%B0KLER%C4%B0.xlsx,below_5m_passengers,https://www.dhmi.gov.tr/Lists/IstatisliklerDiger/Attachments/18/T%C3%9CRK%C4%B0YE%20GENEL%C4%B0%20%C4%B0STAT%C4%B0ST%C4%B0KLER%C4%B0.xlsx
Lengpui Airport,Lengpui Airport,AJL,VELP,VELP,IN,India,IN-MZ,Aizawl (Lengpui),Aizawl (Lengpui),23.840599,92.619698,medium_airport,yes,37392,2022,medium_airport,medium,40,medium,http://www.aai.aero/allAirports/lengpui.jsp,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aai.aero/sites/default/files/traffic-news/Dec2k22Annex3.pdf,below_5m_passengers,https://www.aai.aero/sites/default/files/traffic-news/Dec2k22Annex3.pdf
Ouani Airport,Ouani Airport,AJN,FMCV,FMCV,KM,Comoros,KM-A,Ouani,Ouani,-12.131047,44.430044,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Arvidsjaur Airport,Arvidsjaur Airport,AJR,ESNX,ESNX,SE,Sweden,SE-BD,Arvidsjaur,Arvidsjaur,65.59030151367188,19.28190040588379,medium_airport,yes,48470,2022,medium_airport,medium,40,medium,http://www.arvidsjaur-flygplats.se,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.transportstyrelsen.se/globalassets/global/luftfart/statistik_och_analys/flygplatsstatistik-excelfiler/230116-passagerarfrekvens-per-flygplats.xlsx,below_5m_passengers,https://www.transportstyrelsen.se/globalassets/global/luftfart/statistik_och_analys/flygplatsstatistik-excelfiler/230116-passagerarfrekvens-per-flygplats.xlsx
Aracaju - Santa Maria Airport,Aracaju - Santa Maria Airport,AJU,SBAR,SBAR,BR,Brazil,BR-SE,Aracaju,Aracaju,-10.98394,-37.072873,medium_airport,yes,947500,2022,medium_airport,medium,40,medium,https://www.aenabrasil.com.br/pt/aeroportos/aeroporto-internacional-santa-maria-aracaju/index.html,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/dados-estatisticos/arquivos/resumo_anual_2022.csv,below_5m_passengers,https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/dados-estatisticos/arquivos/resumo_anual_2022.csv
Kufra Airport,Kufra Airport,AKF,HLKF,HLKF,LY,Libya,LY-KF,Kufra,Kufra,24.178699493408203,23.31399917602539,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Asahikawa Airport,Asahikawa Airport,AKJ,RJEC,RJEC,JP,Japan,JP-01,Higashikagura,Higashikagura,43.670799,142.447006,medium_airport,yes,1125378,2024,medium_airport,medium,40,medium,https://www.hokkaido-airports.com/ja/asahikawa/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.mlit.go.jp/koku/15_bf_000185.html,below_5m_passengers,https://www.mlit.go.jp/koku/15_bf_000185.html
Auckland International Airport,Auckland International Airport,AKL,NZAA,NZAA,NZ,New Zealand,NZ-AUK,Auckland,Auckland,-37.01199,174.786331,large_airport,yes,1489455,2022,medium_airport,medium,45,medium,http://www.auckland-airport.co.nz/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://corporate.aucklandairport.co.nz/-/media/Files/Corporate/Monthly_Traffic_Reports/2022/MTU_Month_November_2022_and_December_2022_Preview---Final.ashx,below_5m_passengers,https://corporate.aucklandairport.co.nz/-/media/Files/Corporate/Monthly_Traffic_Reports/2022/MTU_Month_November_2022_and_December_2022_Preview---Final.ashx
King Salmon Airport,King Salmon Airport,AKN,PAKN,PAKN,US,United States,US-AK,King Salmon,King Salmon,58.677845,-156.651965,medium_airport,yes,88488,2019,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Anaktuvuk Pass Airport,Anaktuvuk Pass Airport,AKP,PAKP,PAKP,US,United States,US-AK,Anaktuvuk Pass,Anaktuvuk Pass,68.133598,-151.742996,medium_airport,yes,7150,2019,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Akure Airport,Akure Airport,AKR,DNAK,DNAK,NG,Nigeria,NG-ON,Akure,Akure,7.246739864349365,5.3010101318359375,medium_airport,yes,8136,2018,medium_airport,medium,40,medium,http://www.faannigeria.org/nigeria-airport.php?airport=21,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faan.gov.ng/wp-content/uploads/2019/05/PAX-HARM.pdf,below_5m_passengers,https://www.faan.gov.ng/wp-content/uploads/2019/05/PAX-HARM.pdf
Aksu Hongqipo Airport,Aksu Hongqipo Airport,AKU,ZWAK,ZWAK,CN,China,CN-65,Aksu (Onsu),Aksu (Onsu),41.262501,80.291702,medium_airport,yes,938056,2022,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.caac.gov.cn/XXGK/XXGK/TJSJ/202303/P020230317397015127619.xlsx,below_5m_passengers,http://www.caac.gov.cn/XXGK/XXGK/TJSJ/202303/P020230317397015127619.xlsx
Aktobe International Airport,Aktobe International Airport,AKX,UATT,UATT,KZ,Kazakhstan,KZ-AKT,Aktobe,Aktobe,50.248116,57.204144,large_airport,yes,411248,2018,medium_airport,medium,45,medium,http://www.airport-aktobe.kz,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q1430836,below_5m_passengers,http://www.wikidata.org/entity/Q1430836
Sittwe Airport,Sittwe Airport,AKY,VYSW,VYSW,MM,Myanmar,MM-16,Sittwe,Sittwe,20.133165,92.870693,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Albany International Airport,Albany International Airport,ALB,KALB,KALB,US,United States,US-NY,Albany,Albany,42.748299,-73.801697,large_airport,yes,519364,2020,medium_airport,medium,45,medium,http://www.albanyairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q1430745,below_5m_passengers,http://www.wikidata.org/entity/Q1430745
Alta Airport,Alta Airport,ALF,ENAT,ENAT,NO,Norway,NO-56,Alta,Alta,69.976097,23.3717,medium_airport,yes,329203,2022,medium_airport,medium,40,medium,https://avinor.no/en/airport/alta-airport/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://avinor.no/globalassets/trondheim-lufthavn/shopping/12.2022.xlsx,below_5m_passengers,https://avinor.no/globalassets/trondheim-lufthavn/shopping/12.2022.xlsx
Albany Airport,Albany Airport,ALH,YABA,YABA,AU,Australia,AU-WA,Albany,Albany,-34.943333,117.808889,medium_airport,yes,55417,2022,medium_airport,medium,40,medium,https://www.albany.wa.gov.au/facilities/venues-facilities/albany-harry-riggs-regional-airport.aspx,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.bitre.gov.au/sites/default/files/documents/webairport_cy_1985-2022.xlsx,below_5m_passengers,https://www.bitre.gov.au/sites/default/files/documents/webairport_cy_1985-2022.xlsx
Waterloo Regional Airport,Waterloo Regional Airport,ALO,KALO,KALO,US,United States,US-IA,Waterloo,Waterloo,42.557098388671875,-92.40029907226562,medium_airport,yes,47006,2019,medium_airport,medium,40,medium,http://www.flyalo.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Aleppo International Airport,Aleppo International Airport,ALP,OSAP,OSAP,SY,Syria,SY-HL,Aleppo,Aleppo,36.181262,37.226869,large_airport,yes,226260,2025,medium_airport,medium,45,medium,http://www.aleppo-airport.com/en/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q1420222,below_5m_passengers,http://www.wikidata.org/entity/Q1420222
San Luis Valley Regional Airport/Bergman Field,San Luis Valley Regional Airport/Bergman Field,ALS,KALS,KALS,US,United States,US-CO,Alamosa,Alamosa,37.434898,-105.866997,medium_airport,yes,20088,2019,medium_airport,medium,40,medium,https://www.sanluisvalleyairport.org/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Walla Walla Regional Airport,Walla Walla Regional Airport,ALW,KALW,KALW,US,United States,US-WA,Walla Walla,Walla Walla,46.09489822,-118.288002,medium_airport,yes,98440,2019,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Rick Husband Amarillo International Airport,Rick Husband Amarillo International Airport,AMA,KAMA,KAMA,US,United States,US-TX,Amarillo,Amarillo,35.217857,-101.706444,medium_airport,yes,706248,2019,medium_airport,medium,40,medium,http://airport.amarillo.gov/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Sardar Vallabh Patel International Airport,Sardar Vallabh Patel International Airport,AMD,VAAH,VAAH,IN,India,IN-GJ,Ahmedabad,Ahmedabad,23.0772,72.634697,large_airport,yes,1027493,2022,medium_airport,medium,45,medium,https://www.adani.com/svpia-ahmedabad-airport,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aai.aero/sites/default/files/traffic-news/Dec2k22Annex3.pdf,below_5m_passengers,https://www.aai.aero/sites/default/files/traffic-news/Dec2k22Annex3.pdf
Arba Minch Airport,Arba Minch Airport,AMH,HAAM,HAAM,ET,Ethiopia,ET-SN,Arba Minch,Arba Minch,6.03939,37.5905,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Pattimura International Airport,Pattimura International Airport,AMQ,WAPP,WAPP,ID,Indonesia,ID-MA,Ambon,Ambon,-3.71026,128.089005,large_airport,yes,1517688,2018,medium_airport,medium,45,medium,http://www.pattimura-airport.co.id,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q2232506,below_5m_passengers,http://www.wikidata.org/entity/Q2232506
Amderma Airport,Amderma Airport,AMV,ULDD,ULDD,RU,Russia,RU-NEN,Amderma,Amderma,69.76329803466797,61.556400299072266,medium_airport,yes,1476,2017,medium_airport,medium,40,medium,http://amderma-air.ru,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.favt.ru/public/materials//4/3/a/9/7/43a97dc7930186c6dcb90c17e799a247.pdf,below_5m_passengers,https://www.favt.ru/public/materials//4/3/a/9/7/43a97dc7930186c6dcb90c17e799a247.pdf
Andrés Sabella Gálvez International Airport,Andrés Sabella Gálvez International Airport,ANF,SCFA,SCFA,CL,Chile,CL-AN,Antofagasta,Antofagasta,-23.445274,-70.445232,large_airport,yes,1012942,2022,medium_airport,medium,45,medium,https://aeropuertoantofagasta.cl,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.jac.gob.cl/wp-content/uploads/2023/01/ResumenMensualEstadisticasDiciembre2022-1.xls,below_5m_passengers,http://www.jac.gob.cl/wp-content/uploads/2023/01/ResumenMensualEstadisticasDiciembre2022-1.xls
Aniak Airport,Aniak Airport,ANI,PANI,PANI,US,United States,US-AK,Aniak,Aniak,61.581600189208984,-159.54299926757812,medium_airport,yes,27708,2019,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
