airport_name,display_name,iata_code,icao_code,ourairports_ident,country_code,country_name,region_code,city,municipality,latitude,longitude,airport_type,scheduled_service,source_identity
North Eleuthera Airport,North Eleuthera Airport,ELH,MYEH,MYEH,BS,Bahamas,BS-HI,North Eleuthera,North Eleuthera,25.475823,-76.680784,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Guemar Airport - مطار قمار بالوادي,Guemar Airport - مطار قمار بالوادي,ELU,DAUO,DAUO,DZ,Algeria,DZ-39,Guemar,Guemar,33.511398,6.77679,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Teniente Ramon A. Ayub Gonzalez International Airport,Teniente Ramon A. Ayub Gonzalez International Airport,ENO,SGEN,SGEN,PY,Paraguay,PY-7,Encarnación,Encarnación,-27.227537,-55.837584,large_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Eday Airport,Eday Airport,EOI,EGED,EGED,GB,United Kingdom,GB-SCT,Eday,Eday,59.19060134887695,-2.7722198963165283,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Lubumbashi International Airport,Lubumbashi International Airport,FBM,FZQA,FZQA,CD,Democratic Republic of the Congo,CD-HK,Lubumbashi,Lubumbashi,-11.591494,27.530753,large_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Sea-Airport Cuxhaven/Nordholz / Nordholz Naval Airbase,Sea-Airport Cuxhaven/Nordholz / Nordholz Naval Airbase,FCN,ETMN,ETMN,DE,Germany,DE-NI,Wurster Nordseeküste,Wurster Nordseeküste,53.767689,8.659201,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Bandundu Airport,Bandundu Airport,FDU,FZBO,FZBO,CD,Democratic Republic of the Congo,CD-KL,Bandundu,Bandundu,-3.31132,17.381701,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Ndjili International Airport,Ndjili International Airport,FIH,FZAA,FZAA,CD,Democratic Republic of the Congo,CD-KN,Kinshasa,Kinshasa,-4.38575,15.4446,large_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Fitzroy Crossing Airport,Fitzroy Crossing Airport,FIZ,YFTZ,YFTZ,AU,Australia,AU-WA,,,-18.183596,125.559783,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Fujairah International Airport,Fujairah International Airport,FJR,OMFJ,OMFJ,AE,United Arab Emirates,AE-FU,Fujairah,Fujairah,25.108411,56.328061,large_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Bangoka International Airport,Bangoka International Airport,FKI,FZIC,FZIC,CD,Democratic Republic of the Congo,CD-TO,Kisangani,Kisangani,0.481639,25.337999,large_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Fakfak Airport,Fakfak Airport,FKQ,WASF,WASF,ID,Indonesia,ID-PB,Fakfak,Fakfak,-2.920508,132.267011,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Dr. Ferdinand Lumban Tobing Airport,Dr. Ferdinand Lumban Tobing Airport,FLZ,WIMS,WIMS,ID,Indonesia,ID-SU,Sibolga (Pinangsori),Sibolga (Pinangsori),1.557127,98.887145,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Kalemie Airport,Kalemie Airport,FMI,FZRF,FZRF,CD,Democratic Republic of the Congo,CD-TA,Kalemie,Kalemie,-5.87556,29.25,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Lungi International Airport,Lungi International Airport,FNA,GFLL,GFLL,SL,Sierra Leone,SL-N,Freetown (Lungi-Town),Freetown (Lungi-Town),8.61644,-13.1955,large_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Pyongyang Sunan International Airport,Pyongyang Sunan International Airport,FNJ,ZKPY,ZKPY,KP,North Korea,KP-01,Pyongyang,Pyongyang,39.224098,125.669998,large_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
La Fortuna Arenal Airport,La Fortuna Arenal Airport,FON,MRAN,MRAN,CR,Costa Rica,CR-A,La Fortuna,La Fortuna,10.469311,-84.579073,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Grand Bahama International Airport,Grand Bahama International Airport,FPO,MYGF,MYGF,BS,Bahamas,BS-FP,Freeport,Freeport,26.557996,-78.695583,large_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Funafuti International Airport,Funafuti International Airport,FUN,NGFU,NGFU,TV,Tuvalu,TV-FUN,Funafuti,Funafuti,-8.523885,179.196976,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Gabès Matmata International Airport,Gabès Matmata International Airport,GAE,DTTG,DTTG,TN,Tunisia,TN-81,Gabès,Gabès,33.733691,9.91941,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Gafsa Ksar International Airport,Gafsa Ksar International Airport,GAF,DTTF,DTTF,TN,Tunisia,TN-71,Gafsa,Gafsa,34.422000885009766,8.822500228881836,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Gao International Airport,Gao International Airport,GAQ,GAGO,GAGO,ML,Mali,ML-7,Gao,Gao,16.248466,-0.005389,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Gachsaran Airport,Gachsaran Airport,GCH,OIAH,OIAH,IR,Iran,IR-17,Gachsaran,Gachsaran,30.333869,50.833796,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Gode Airport,Gode Airport,GDE,HAGO,HAGO,ET,Ethiopia,ET-SO,Gode,Gode,5.93513011932,43.5786018372,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Gondar Airport,Gondar Airport,GDQ,HAGN,HAGN,ET,Ethiopia,ET-AM,Azezo,Azezo,12.5199,37.433998,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
JAGS McCartney International Airport,JAGS McCartney International Airport,GDT,MBGT,MBGT,TC,Turks and Caicos Islands,TC-GT,Cockburn Town,Cockburn Town,21.4445,-71.142303,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Lefkoniko Airport / Geçitkale Air Base,Lefkoniko Airport / Geçitkale Air Base,GEC,LCGK,LCGK,CY,Cyprus,CY-03,Lefkoniko (Geçitkale),Lefkoniko (Geçitkale),35.23591,33.720088,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
President Obiang Nguema International Airport,President Obiang Nguema International Airport,GEM,FGMY,FGMY,GQ,Equatorial Guinea,GQ-WN,Mengomeyén,Mengomeyén,1.676437,11.024904,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Rafael Cabrera Airport,Rafael Cabrera Airport,GER,MUNG,MUNG,CU,Cuba,CU-99,Nueva Gerona,Nueva Gerona,21.834699630737305,-82.78379821777344,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Exuma International Airport,Exuma International Airport,GGT,MYEF,MYEF,BS,Bahamas,BS-EX,Moss Town,Moss Town,23.562599,-75.877998,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Noumérat - Moufdi Zakaria Airport,Noumérat - Moufdi Zakaria Airport,GHA,DAUG,DAUG,DZ,Algeria,DZ-47,El Atteuf,El Atteuf,32.384102,3.79411,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Governor's Harbour Airport,Governor's Harbour Airport,GHB,MYEM,MYEM,BS,Bahamas,BS-CE,Governor's Harbour,Governor's Harbour,25.2847,-76.331001,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Ghat Airport,Ghat Airport,GHT,HLGT,HLGT,LY,Libya,LY-GT,Ghat,Ghat,25.1455993652,10.142600059500001,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Gitega Airport,Gitega Airport,GID,HBBE,HBBE,BI,Burundi,BI-GI,Gitega,Gitega,-3.417209,29.911308,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Gilgit Airport,Gilgit Airport,GIL,OPGT,OPGT,PK,Pakistan,PK-GB,Gilgit,Gilgit,35.918800354003906,74.33360290527344,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
La Laguna Airport,La Laguna Airport,GJA,MHNJ,MHNJ,HN,Honduras,HN-IB,Guanaja,Guanaja,16.4454,-85.906601,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Goroka Airport,Goroka Airport,GKA,AYGA,AYGA,PG,Papua New Guinea,PG-EHG,Goronka,Goronka,-6.081689834590001,145.391998291,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Gemena Airport,Gemena Airport,GMA,FZFK,FZFK,CD,Democratic Republic of the Congo,CD-SU,Gemena,Gemena,3.23537,19.771299,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Gambela Airport,Gambela Airport,GMB,HAGM,HAGM,ET,Ethiopia,ET-GA,Gambela,Gambela,8.12876,34.563099,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Gombe Lawanti International Airport,Gombe Lawanti International Airport,GMO,DNGO,DNGO,NG,Nigeria,NG-GO,Gombe,Gombe,10.298889,10.9,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Maurice Bishop International Airport,Maurice Bishop International Airport,GND,TGPY,TGPY,GD,Grenada,GD-GE,Saint George's,Saint George's,12.003996,-61.785302,large_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Nuuk International Airport,Nuuk International Airport,GOH,BGGH,BGGH,GL,Greenland,GL-SE,Nuuk,Nuuk,64.191066,-51.67914,large_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Goma International Airport,Goma International Airport,GOM,FZNA,FZNA,CD,Democratic Republic of the Congo,CD-NK,Goma,Goma,-1.666758,29.238037,large_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Manohar International Airport,Manohar International Airport,GOX,VOGA,VOGA,IN,India,IN-GA,Mopa,Mopa,15.744257,73.860625,large_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Gallup Municipal Airport,Gallup Municipal Airport,GUP,KGUP,KGUP,US,United States,US-NM,Gallup,Gallup,35.511653,-108.788166,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Gurney Airport,Gurney Airport,GUR,AYGN,AYGN,PG,Papua New Guinea,PG-MBA,Gurney,Gurney,-10.3114995956,150.333999634,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
New Gwadar International Airport,New Gwadar International Airport,GWD,OPGW,OPGD,PK,Pakistan,PK-BA,Gurandani,Gurandani,25.296733,62.498822,large_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Seiyun Hadhramaut International Airport,Seiyun Hadhramaut International Airport,GXF,OYSY,OYSY,YE,Yemen,YE-HD,Seiyun,Seiyun,15.965887,48.788146,large_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Negage Airport,Negage Airport,GXG,FNNG,FNNG,AO,Angola,AO-UIG,Negage,Negage,-7.754509925842285,15.287699699401855,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Guayaramerín Airport,Guayaramerín Airport,GYA,,SLGM,BO,Bolivia,BO-B,Guayaramerín,Guayaramerín,-10.88856,-65.380955,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Hanimaadhoo International Airport,Hanimaadhoo International Airport,HAQ,VRMH,VRMH,MV,Maldives,MV-23,Haa Dhaalu Atoll,Haa Dhaalu Atoll,6.743235,73.167072,large_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Hamadan Airport,Hamadan Airport,HDM,OIHH,OIHH,IR,Iran,IR-13,Hamadan,Hamadan,34.866416,48.56069,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Eastgate Airport / Air Force Base Hoedspruit,Eastgate Airport / Air Force Base Hoedspruit,HDS,FAHS,FAHT,ZA,South Africa,ZA-NP,Hoedspruit,Hoedspruit,-24.361864,31.052921,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Herat - Khwaja Abdullah Ansari International Airport,Herat - Khwaja Abdullah Ansari International Airport,HEA,OAHR,OAHR,AF,Afghanistan,AF-HER,Guzara,Guzara,34.209999,62.228298,large_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Heho Airport,Heho Airport,HEH,VYHH,VYHH,MM,Myanmar,MM-17,Heho,Heho,20.74714,96.792029,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Mount Hagen Kagamuga Airport,Mount Hagen Kagamuga Airport,HGU,AYMH,AYMH,PG,Papua New Guinea,PG-WHM,Mount Hagen,Mount Hagen,-5.828212,144.299412,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Honiara International Airport,Honiara International Airport,HIR,AGGH,AGGH,SB,Solomon Islands,SB-GU,Honiara,Honiara,-9.428,160.054993,large_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Hokitika Airfield,Hokitika Airfield,HKK,NZHK,NZHK,NZ,New Zealand,NZ-WTC,,,-42.713600158691406,170.98500061035156,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Hoskins Airport,Hoskins Airport,HKN,AYHK,AYHK,PG,Papua New Guinea,PG-WBK,Kimbe,Kimbe,-5.463846,150.407327,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Frank Pais International Airport,Frank Pais International Airport,HOG,MUHG,MUHG,CU,Cuba,CU-11,Holguin,Holguin,20.785148,-76.315526,large_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Lifuka Island Airport,Lifuka Island Airport,HPA,NFTL,NFTL,TO,Tonga,TO-02,Lifuka,Lifuka,-19.777000427246094,-174.34100341796875,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Hazrat Sultan International Airport,Hazrat Sultan International Airport,HSA,UAIT,UAIT,KZ,Kazakhstan,KZ-YUZ,Turkıstan,Turkıstan,43.311087,68.550352,large_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Rajkot International Airport,Rajkot International Airport,HSR,VAHS,VAHS,IN,India,IN-GJ,Rajkot,Rajkot,22.378824,71.039391,large_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Khovd Airport,Khovd Airport,HVD,ZMKD,ZMKD,MN,Mongolia,MN-043,Khovd,Khovd,47.954102,91.628197,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Halwara International Airport,Halwara International Airport,HWR,VIHX,VIHX,IN,India,IN-PB,Halwara,Halwara,30.748501,75.629799,large_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Zarzaitine - In Aménas Airport,Zarzaitine - In Aménas Airport,IAM,DAUZ,DAUZ,DZ,Algeria,DZ-33,In Aménas,In Aménas,28.0515,9.64291,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Inagua Airport,Inagua Airport,IGA,MYIG,MYIG,BS,Bahamas,BS-IN,Matthew Town,Matthew Town,20.975,-73.666901,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Karakol International Airport,Karakol International Airport,IKG,UCFK,UAFP,KG,Kyrgyzstan,KG-Y,Karakol,Karakol,42.508099,78.407799,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Issyk-Kul International Airport,Issyk-Kul International Airport,IKU,UCFL,UCFL,KG,Kyrgyzstan,KG-Y,Tamchy,Tamchy,42.585584,76.701181,large_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Inhambane Airport,Inhambane Airport,INH,FQIN,FQIN,MZ,Mozambique,MZ-I,Inhambane,Inhambane,-23.8764,35.408501,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Nauru International Airport,Nauru International Airport,INU,ANYN,ANYN,NR,Nauru,NR-14,Yaren,Yaren,-0.547893,166.919525,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Matari Airport,Matari Airport,IRP,FZJH,FZJH,CD,Democratic Republic of the Congo,CD-HU,Isiro,Isiro,2.82761,27.588301,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Islamabad International Airport,Islamabad International Airport,ISB,OPIS,OPIS,PK,Pakistan,PK-PB,Attock,Attock,33.549,72.82566,large_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Niue International Airport,Niue International Airport,IUE,NIUE,NIUE,NU,Niue,NU-U-A,Alofi,Alofi,-19.080109,-169.923493,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Ilulissat Airport,Ilulissat Airport,JAV,BGJN,BGJN,GL,Greenland,GL-AV,Ilulissat,Ilulissat,69.243202,-51.057098,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
České Budějovice South Bohemian Airport,České Budějovice South Bohemian Airport,JCL,LKCS,LKCS,CZ,Czech Republic,CZ-JC,České Budějovice,České Budějovice,48.948171,14.42832,large_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Jérémie Airport,Jérémie Airport,JEE,MTJE,MTJE,HT,Haiti,HT-GA,Carrefour Sanon,Carrefour Sanon,18.663099,-74.170303,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Aasiaat Airport,Aasiaat Airport,JEG,BGAA,BGAA,GL,Greenland,GL-QK,Aasiaat,Aasiaat,68.721802,-52.784698,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Sisimiut Airport,Sisimiut Airport,JHS,BGSS,BGSS,GL,Greenland,GL-QA,Sisimiut,Sisimiut,66.951302,-53.729301,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Gerad Wilwal International Airport,Gerad Wilwal International Airport,JIJ,HAJJ,HAJJ,ET,Ethiopia,ET-SO,Jijiga,Jijiga,9.331907,42.911811,large_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Jimma Airport,Jimma Airport,JIM,HAJM,HAJM,ET,Ethiopia,ET-OR,Jimma,Jimma,7.66609001159668,36.81660079956055,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Qaqortoq Airport,Qaqortoq Airport,JJU,BGQO,GL-0012,GL,Greenland,GL-KU,Qaqortoq,Qaqortoq,60.76383,-46.065001,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Juba International Airport,Juba International Airport,JUB,HJJJ,HJJJ,SS,South Sudan,SS-EC,Juba,Juba,4.87201,31.601101,large_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Kariba Airport,Kariba Airport,KAB,FVKB,FVKB,ZW,Zimbabwe,ZW-MW,Kariba,Kariba,-16.5198,28.885,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Qamishli International Airport,Qamishli International Airport,KAC,OSKL,OSKL,SY,Syria,SY-HA,Qamishli,Qamishli,37.020599,41.191399,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Kaieteur Airport,Kaieteur Airport,KAI,SYKA,SYKA,GY,Guyana,GY-PT,Kaieteur Falls,Kaieteur Falls,5.177349,-59.48898,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Kaitaia Airport,Kaitaia Airport,KAT,NZKT,NZKT,NZ,New Zealand,NZ-NTL,Awanui,Awanui,-35.069837,173.287053,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Kawthoung Airport,Kawthoung Airport,KAW,VYKT,VYKT,MM,Myanmar,MM-05,Kawthoung,Kawthoung,10.049300193786621,98.53800201416016,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Kabul International Airport,Kabul International Airport,KBL,OAKB,OAKB,AF,Afghanistan,AF-KAB,Kabul,Kabul,34.565899,69.212303,large_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Koggala Airport,Koggala Airport,KCT,VCCK,VCCK,LK,Sri Lanka,LK-3,Galle,Galle,5.993680000305176,80.32029724121094,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Krasnoyarsk Cheremshanka Airport,Krasnoyarsk Cheremshanka Airport,KCY,,UNKM,RU,Russia,RU-KYA,Krasnoyarsk,Krasnoyarsk,56.177584,92.545881,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Ahmad Shah Baba International Airport,Ahmad Shah Baba International Airport,KDH,OAKN,OAKN,AF,Afghanistan,AF-KAN,Kandahar,Kandahar,31.505769,65.847963,large_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Kaadedhdhoo Airport,Kaadedhdhoo Airport,KDM,VRMT,VRMT,MV,Maldives,MV-28,Huvadhu Atoll,Huvadhu Atoll,0.488131,72.996902,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Kadhdhoo Airport,Kadhdhoo Airport,KDO,VRMK,VRMK,MV,Maldives,MV-05,Kadhdhoo,Kadhdhoo,1.8591699600219727,73.52189636230469,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Kengtung Airport,Kengtung Airport,KET,VYKG,VYKG,MM,Myanmar,MM-17,Kengtung,Kengtung,21.301599502563477,99.63600158691406,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Kananga Airport,Kananga Airport,KGA,FZUA,FZUA,CD,Democratic Republic of the Congo,CD-KC,Kananga,Kananga,-5.90005,22.4692,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Khoram Abad Airport,Khoram Abad Airport,KHD,OICK,OICK,IR,Iran,IR-15,,,33.43539810180664,48.282901763916016,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Khark Airport,Khark Airport,KHK,OIBQ,OIBQ,IR,Iran,IR-18,Khark,Khark,29.260503,50.322193,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Khasab Airport,Khasab Airport,KHS,OOKB,OOKB,OM,Oman,OM-MU,Khasab,Khasab,26.171,56.240601,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Khost International Airport,Khost International Airport,KHT,OAKS,OAKS,AF,Afghanistan,AF-KHO,Khost,Khost,33.284605,69.80734,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Savannah Airstrip,Savannah Airstrip,KHX,,UG-0002,UG,Uganda,UG-W,Kihihi,Kihihi,-0.7165,29.6997,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Kirkuk International Airport,Kirkuk International Airport,KIK,ORKK,ORKK,IQ,Iraq,IQ-TS,Kirkuk,Kirkuk,35.469501,44.3489,large_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Kisumu International Airport,Kisumu International Airport,KIS,HKKI,HKKI,KE,Kenya,KE-42,Kisumu,Kisumu,-0.086139,34.728901,large_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Kerikeri Airport,Kerikeri Airport,KKE,NZKK,NZKK,NZ,New Zealand,NZ-NTL,Kerikeri,Kerikeri,-35.259148,173.913317,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Kashan Airport,Kashan Airport,KKS,OIFK,OIFK,IR,Iran,IR-10,Kashan,Kashan,33.895302,51.577,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Kikwit Airport,Kikwit Airport,KKW,FZCA,FZCA,CD,Democratic Republic of the Congo,CD-KL,Kikwit,Kikwit,-5.03577,18.785601,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Kerema Airport,Kerema Airport,KMA,AYKM,AYKM,PG,Papua New Guinea,PG-GPK,Kerema,Kerema,-7.96361017227,145.770996094,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
King Khaled Military City Airport,King Khaled Military City Airport,KMC,OEKK,OEKK,SA,Saudi Arabia,SA-04,King Khaled Military City,King Khaled Military City,27.9009,45.528198,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Kamembe Airport,Kamembe Airport,KME,HRZA,HRZA,RW,Rwanda,RW-04,Kamembe,Kamembe,-2.462239980697632,28.907899856567383,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Kindu Airport,Kindu Airport,KND,FZOA,FZOA,CD,Democratic Republic of the Congo,CD-MA,Kindu,Kindu,-2.91917991638,25.915399551399997,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Utarom Airport,Utarom Airport,KNG,WASK,WASK,ID,Indonesia,ID-PB,Kaimana,Kaimana,-3.6446,133.695116,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Bokhtar International Airport,Bokhtar International Airport,KQT,UTDT,UTDT,TJ,Tajikistan,TJ-KT,Bokhtar,Bokhtar,37.866315,68.864475,large_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Turkmenbaşy International Airport,Turkmenbaşy International Airport,KRW,UTAK,UTAK,TM,Turkmenistan,TM-B,Turkmenbaşy,Turkmenbaşy,40.062833,53.005085,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Kosrae International Airport,Kosrae International Airport,KSA,PTSA,PTSA,FM,Micronesia,FM-KSA,Okat,Okat,5.35698,162.957993,large_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Kassala Airport,Kassala Airport,KSL,HSKA,HSKA,SD,Sudan,SD-05,Kassala,Kassala,15.387499809265137,36.328800201416016,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Techo International Airport,Techo International Airport,KTI,VDTI,KH-0002,KH,Cambodia,KH-8,Phnom Penh (Boeng Khyang),Phnom Penh (Boeng Khyang),11.359987,104.921272,large_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Tinson Pen Airport,Tinson Pen Airport,KTP,MKTP,MKTP,JM,Jamaica,JM-02,Tinson Pen,Tinson Pen,17.98859977722168,-76.82379913330078,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Kulusuk Airport,Kulusuk Airport,KUS,BGKK,BGKK,GL,Greenland,GL-SE,Kulusuk,Kulusuk,65.573601,-37.1236,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Kavieng Airport,Kavieng Airport,KVG,AYKV,AYKV,PG,Papua New Guinea,PG-NIK,Kavieng,Kavieng,-2.57940006256,150.807998657,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Bucholz Army Air Field,Bucholz Army Air Field,KWA,PKWA,PKWA,MH,Marshall Islands,MH-KWA,Kwajalein,Kwajalein,8.720120429992676,167.73199462890625,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Kolwezi Airport,Kolwezi Airport,KWZ,FZQM,FZQM,CD,Democratic Republic of the Congo,CD-LU,Kolwezi,Kolwezi,-10.7659,25.505699,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Sangia Nibandera Airport,Sangia Nibandera Airport,KXB,WAWP,WAWP,ID,Indonesia,ID-SG,Kolaka,Kolaka,-4.338158,121.524047,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Kyaukpyu Airport,Kyaukpyu Airport,KYP,VYKP,VYKP,MM,Myanmar,MM-16,Kyaukpyu,Kyaukpyu,19.42639923095703,93.53479766845703,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Kayes Dag Dag Airport,Kayes Dag Dag Airport,KYS,GAKD,GAKY,ML,Mali,ML-1,Kayes,Kayes,14.482521,-11.399335,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Nadzab Tomodachi International Airport,Nadzab Tomodachi International Airport,LAE,AYNZ,AYNZ,PG,Papua New Guinea,PG-MPL,Lae,Lae,-6.567995,146.726544,large_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
